Name,Slug,Homepage,Short Description,Price Text,Pricing,Categories,Verified,Favorite Count,Updated At,text
Leonardo.AI,leonardoai,https://leonardo.ai/,Leverage generative AI with a unique suite of tools to convey your ideas to the world.,,Freemium,"image generator, image to image",True,1,2025-04-11,"Leonardo.AI — Leverage generative AI with a unique suite of tools to convey your ideas to the world. | image generator, image to image | Freemium | https://leonardo.ai/"
Bluedot,bluedot,https://www.bluedothq.com/,Automates and customizes Google Meet notes with a focus on privacy and efficiency.,14/member/mo,Freemium,"summarizer, transcriber, personal assistant",False,0,2025-04-11,"Bluedot — Automates and customizes Google Meet notes with a focus on privacy and efficiency. | summarizer, transcriber, personal assistant | Freemium | https://www.bluedothq.com/"
Stability,stability,https://stability.ai/,"An open-source AI toolset for generating images, videos, audio, and language content.",[],Freemium,"video generator, music, image generators",False,0,2025-04-11,"Stability — An open-source AI toolset for generating images, videos, audio, and language content. | video generator, music, image generators | Freemium | https://stability.ai/"
Google Imagen 3,google-imagen-3,https://deepmind.google/technologies/imagen-3/,Revolutionizes photorealism in AI-generated images with deep language understanding,[],Free,"image generators, image to image",False,0,2025-04-11,"Google Imagen 3 — Revolutionizes photorealism in AI-generated images with deep language understanding | image generators, image to image | Free | https://deepmind.google/technologies/imagen-3/"
Impakt,impakt,https://impakt.com/,Future of fitness with a true AI Coach in your pocket,[],Free,fun tools,False,0,2025-04-11,Impakt — Future of fitness with a true AI Coach in your pocket | fun tools | Free | https://impakt.com/
Awesome Suite,awesome-suite,https://www.awesomesuite.com/social/hashtag-generator,Elevating Social Media Management and Beyond,[],Free Trial,social media,False,0,2024-01-30,Awesome Suite — Elevating Social Media Management and Beyond | social media | Free Trial | https://www.awesomesuite.com/social/hashtag-generator
SEOpital,seopital,https://www.seopital.co/,AI-powered content creation tool that analyzes top search results and embeds key keywords to improve Google ranking and save time.,49/mo,Paid,SEO,False,0,2025-04-11,SEOpital — AI-powered content creation tool that analyzes top search results and embeds key keywords to improve Google ranking and save time. | SEO | Paid | https://www.seopital.co/
ChatHelp,chathelp,https://chathelp.ai/,AI-powered Business/Work/Study Assistant Powered by Latest & Best AI Models.,19/mo,Freemium,ai chatbots,False,0,2025-04-12,ChatHelp — AI-powered Business/Work/Study Assistant Powered by Latest & Best AI Models. | ai chatbots | Freemium | https://chathelp.ai/
Vopmo,vopmo,https://vopmo.com/,"AI-powered software that revolutionizes corporate training by offering remote, real-time video production expertise.",[],Contact for Pricing,human resources,False,0,2025-04-11,"Vopmo — AI-powered software that revolutionizes corporate training by offering remote, real-time video production expertise. | human resources | Contact for Pricing | https://vopmo.com/"
AI Mirror,ai-mirror,https://polyversestudio.com/,Elevate Your Festive Moments with Christmas Magic!,[],Paid,image editing,False,0,2024-02-01,AI Mirror — Elevate Your Festive Moments with Christmas Magic! | image editing | Paid | https://polyversestudio.com/
Wix ADI,wix-adi,https://www.wix.com/,"Transform your ideas into a professional website effortlessly with our intuitive, AI-driven design tool – no technical skills needed!",[],Freemium,"low-code/no-code, SEO, design generators, website builders",False,1,2024-02-01,"Wix ADI — Transform your ideas into a professional website effortlessly with our intuitive, AI-driven design tool – no technical skills needed! | low-code/no-code, SEO, design generators, website builders | Freemium | https://www.wix.com/"
Tidio,tidio,https://www.tidio.com/,Ditch wait times and wow customers with instant chat & smart AI assistants in one powerful tool.,[],Freemium,"customer support, generative ai tools",False,0,2024-02-01,"Tidio — Ditch wait times and wow customers with instant chat & smart AI assistants in one powerful tool. | customer support, generative ai tools | Freemium | https://www.tidio.com/"
Talktails,talktails,https://talktails.in/ai-tweet-generator-free/,Crafting Impactful Tweets Made Effortless,[],Free,social media,False,0,2024-02-02,Talktails — Crafting Impactful Tweets Made Effortless | social media | Free | https://talktails.in/ai-tweet-generator-free/
Atlabs,atlabs,https://atlabs.ai/,Transforming Video Creation for Businesses,[],Freemium,text to video,False,0,2024-02-02,Atlabs — Transforming Video Creation for Businesses | text to video | Freemium | https://atlabs.ai/
CarbonCopy,carboncopy,https://carboncopy.pro?ref=aitoolhouse,Your All-in-One AI Content Companion,[],Freemium,writing generators,False,0,2024-08-02,CarbonCopy — Your All-in-One AI Content Companion | writing generators | Freemium | https://carboncopy.pro?ref=aitoolhouse
Odyssey App,odyssey-app,https://www.odysseyapp.io/,Explore AI workflows effortlessly.,[],Free,low-code/no-code,False,0,2024-02-03,Odyssey App — Explore AI workflows effortlessly. | low-code/no-code | Free | https://www.odysseyapp.io/
Collectif,collectif,https://collectif.ai/,AI User Research Software for SaaS,[],Freemium,"startup tools, research",False,0,2024-02-03,"Collectif — AI User Research Software for SaaS | startup tools, research | Freemium | https://collectif.ai/"
MosaicML,mosaicml,https://www.mosaicml.com/,"Unlock the full potential of AI in your projects with this powerful tool, streamlining the training and deployment of large-scale models effortlessly.",[],Contact for Pricing,generative ai tools,False,0,2024-02-05,"MosaicML — Unlock the full potential of AI in your projects with this powerful tool, streamlining the training and deployment of large-scale models effortlessly. | generative ai tools | Contact for Pricing | https://www.mosaicml.com/"
Koala,koala,https://koala.sh/,"Elevate your writing with this AI-powered tool, offering real-time editing, SEO optimization, and creative content generation.",[],Freemium,"writing generators, generative ai tools",False,0,2024-02-05,"Koala — Elevate your writing with this AI-powered tool, offering real-time editing, SEO optimization, and creative content generation. | writing generators, generative ai tools | Freemium | https://koala.sh/"
AI Bypass,ai-bypass,https://aibypass.com/,Undetectable AI Rewriting for Content Security,[],Paid,writing generators,False,0,2024-08-02,AI Bypass — Undetectable AI Rewriting for Content Security | writing generators | Paid | https://aibypass.com/
AskYourDatabase,askyourdatabase,https://www.askyourdatabase.com/,AI-Powered Database Interaction Simplified,[],Paid,SQL,False,0,2024-02-06,AskYourDatabase — AI-Powered Database Interaction Simplified | SQL | Paid | https://www.askyourdatabase.com/
Artigen Pro AI,artigen-pro-ai,https://aiconvert.online/artigen-pro-ai,AI Art Generation Made Easy,[],Free,image generators,False,0,2024-02-06,Artigen Pro AI — AI Art Generation Made Easy | image generators | Free | https://aiconvert.online/artigen-pro-ai
Alpha Sender,alpha-sender,https://alphasender.com/,Your go-to AI email marketing tool,[],Freemium,email assistant,False,0,2024-02-06,Alpha Sender — Your go-to AI email marketing tool | email assistant | Freemium | https://alphasender.com/
Media Monk,media-monk,https://mediamonk.ai/,Boost online visibility through targeted and engaging content,[],Free Trial,marketing,False,0,2024-02-07,Media Monk — Boost online visibility through targeted and engaging content | marketing | Free Trial | https://mediamonk.ai/
PopAI,popai,https://www.popai.pro/,"Summarize, chat, and utilize image recognition for smarter browsing",[],Free Trial,productivity,False,0,2024-02-07,"PopAI — Summarize, chat, and utilize image recognition for smarter browsing | productivity | Free Trial | https://www.popai.pro/"
Aidbase,aidbase,https://www.aidbase.ai/,"Featuring a customizable chatbot, efficient email support, an AI-driven ticket system",[],Freemium,startup tools,False,0,2024-02-07,"Aidbase — Featuring a customizable chatbot, efficient email support, an AI-driven ticket system | startup tools | Freemium | https://www.aidbase.ai/"
LinkDrip,linkdrip,https://www.linkdrip.com/,"Analytics, A/B testing, ad retargeting and Call-To-Action overlays, all from a simple, short link",[],Paid,low-code/no-code,False,0,2024-02-09,"LinkDrip — Analytics, A/B testing, ad retargeting and Call-To-Action overlays, all from a simple, short link | low-code/no-code | Paid | https://www.linkdrip.com/"
CofounderAI,cofounderai,https://cofounderai.site/,Empowering Your App Business Idea from Concept to Reality,[],Freemium,startup tools,False,0,2024-02-09,CofounderAI — Empowering Your App Business Idea from Concept to Reality | startup tools | Freemium | https://cofounderai.site/
M1-Project,m1-project,https://m1-project.com/,Find your Ideal Customers 10 times easier,[],Paid,research,False,0,2024-02-09,M1-Project — Find your Ideal Customers 10 times easier | research | Paid | https://m1-project.com/
AIApply,aiapply,https://aiapply.co/,"Your AI-powered job search assistant with personalized applications, interview prep, and professional headshots.",[],Free Trial,"productivity, human resources",False,0,2024-06-18,"AIApply — Your AI-powered job search assistant with personalized applications, interview prep, and professional headshots. | productivity, human resources | Free Trial | https://aiapply.co/"
Immersive Translate,immersive-translate,https://immersivetranslate.com/en/,"Revolutionize your web experience with seamless, customizable, bilingual translations across devices—free.",[],Contact for Pricing,"productivity, free ai tools",False,0,2024-03-05,"Immersive Translate — Revolutionize your web experience with seamless, customizable, bilingual translations across devices—free. | productivity, free ai tools | Contact for Pricing | https://immersivetranslate.com/en/"
Dola,dola,http://hidola.ai/,"Your ultimate AI-powered calendar assistant for effortless organization, synced across all messenger apps, and free of charge during beta.",[],Free Trial,"ai chatbots, personal assistant, generative ai tools",False,0,2024-03-05,"Dola — Your ultimate AI-powered calendar assistant for effortless organization, synced across all messenger apps, and free of charge during beta. | ai chatbots, personal assistant, generative ai tools | Free Trial | http://hidola.ai/"
Supermoon,supermoon,http://getsupermoon.com/,"Revolutionize customer support with AI-powered smart replies, shared inbox, and sentiment detection for enhanced team communication and efficiency.",[],Free Trial,"e-commerce, summarizer, ai chatbots",False,0,2024-02-15,"Supermoon — Revolutionize customer support with AI-powered smart replies, shared inbox, and sentiment detection for enhanced team communication and efficiency. | e-commerce, summarizer, ai chatbots | Free Trial | http://getsupermoon.com/"
ResumeRanker,resumeranker,https://resumeranker.io/,"Dedicated to optimizing job seekers' resumes, increasing their chances of securing desired positions.",[],Free Trial,"human resources, writing generators",False,0,2024-02-15,"ResumeRanker — Dedicated to optimizing job seekers' resumes, increasing their chances of securing desired positions. | human resources, writing generators | Free Trial | https://resumeranker.io/"
Charlie Lounge,charlie-lounge,https://charlielounge.com/,Enhance productivity and creativity with AI chatbots and elite networking.,[],Freemium,"personal assistant, marketing",False,0,2024-02-15,"Charlie Lounge — Enhance productivity and creativity with AI chatbots and elite networking. | personal assistant, marketing | Freemium | https://charlielounge.com/"
Startilla,startilla,https://startilla.co/,Simplifies the process of launching digital business ideas by automating the creation of critical startup documents.,[],Contact for Pricing,"startup tools, project management",False,0,2024-02-17,"Startilla — Simplifies the process of launching digital business ideas by automating the creation of critical startup documents. | startup tools, project management | Contact for Pricing | https://startilla.co/"
Podcaster Tools,podcaster-tools,https://podurama.com/podcaster-tools,Multifaceted platform designed to empower podcast creators with AI-driven tools for content generation and marketing.,[],Free Trial,"marketing, generative ai tools",False,0,2024-02-17,"Podcaster Tools — Multifaceted platform designed to empower podcast creators with AI-driven tools for content generation and marketing. | marketing, generative ai tools | Free Trial | https://podurama.com/podcaster-tools"
Dorik,dorik,https://dorik.com/,No-code website building platform designed to simplify website creation and management.,[],Paid,"low-code/no-code, website builder",False,0,2024-02-17,"Dorik — No-code website building platform designed to simplify website creation and management. | low-code/no-code, website builder | Paid | https://dorik.com/"
AI Form Roast,ai-form-roast,https://roastmyform.workhack.ai/grade,Build hyperpersonalised AI forms for websites and landing pages to increase conversions and lead capture.,[],Free Trial,"productivity, marketing, education",False,0,2024-02-18,"AI Form Roast — Build hyperpersonalised AI forms for websites and landing pages to increase conversions and lead capture. | productivity, marketing, education | Free Trial | https://roastmyform.workhack.ai/grade"
Findr,findr,https://www.usefindr.com/,"Internal search platform that lets you find any document, link, and information lightning fast using a unified search bar.",[],Freemium,"summarizer, productivity, search engine",False,0,2024-02-18,"Findr — Internal search platform that lets you find any document, link, and information lightning fast using a unified search bar. | summarizer, productivity, search engine | Freemium | https://www.usefindr.com/"
Todo of Happiness,todo-of-happiness,https://www.todoofhappiness.com/,Enhance personal well-being and happiness through a systematic task completion framework.,[],Free Trial,"productivity, healthcare, ai chatbots",False,0,2024-02-18,"Todo of Happiness — Enhance personal well-being and happiness through a systematic task completion framework. | productivity, healthcare, ai chatbots | Free Trial | https://www.todoofhappiness.com/"
AI Phone,ai-phone,https://www.aiphone.ai/,"Enhance call efficiency with AI transcription, privacy, and smart replies in real-time.",[],Free Trial,"ai chatbots, personal assistant, generative ai tools",False,0,2024-02-19,"AI Phone — Enhance call efficiency with AI transcription, privacy, and smart replies in real-time. | ai chatbots, personal assistant, generative ai tools | Free Trial | https://www.aiphone.ai/"
EtsyGenerator,etsygenerator,https://etsygenerator.com/,"Transforms Etsy product listings with automated descriptions, SEO optimization, and a user-friendly interface.",[],Freemium,"e-commerce, copywriting, writing generators",False,0,2024-02-19,"EtsyGenerator — Transforms Etsy product listings with automated descriptions, SEO optimization, and a user-friendly interface. | e-commerce, copywriting, writing generators | Freemium | https://etsygenerator.com/"
Soona,soona,https://soona.co/,"Transform content with affordable, high-quality virtual shoots and rapid delivery.",39/mo,Paid,"e-commerce, social media, marketing",False,0,2024-02-19,"Soona — Transform content with affordable, high-quality virtual shoots and rapid delivery. | e-commerce, social media, marketing | Paid | https://soona.co/"
Deblank,deblank,https://deblank.com/,"Ignite your creativity and kickstart your workflow with innovative tools, smart recommendations and rapid inspiration.",[],Free,"productivity, design generators",False,0,2024-02-19,"Deblank — Ignite your creativity and kickstart your workflow with innovative tools, smart recommendations and rapid inspiration. | productivity, design generators | Free | https://deblank.com/"
Lodown,lodown,https://www.lodown.io/,Transform lectures into organized text notes with AI-driven transcription and smart search.,12.99/mo,Freemium,"summarizer, productivity, education",False,0,2024-02-19,"Lodown — Transform lectures into organized text notes with AI-driven transcription and smart search. | summarizer, productivity, education | Freemium | https://www.lodown.io/"
Photify AI,photify-ai,https://photify.ai/,"AI-powered photo transformations: new hairstyles, genders, and virtual outfits in a snap.",[],Free,"art, image editing, fashion",False,0,2024-02-19,"Photify AI — AI-powered photo transformations: new hairstyles, genders, and virtual outfits in a snap. | art, image editing, fashion | Free | https://photify.ai/"
Dealight,dealight,https://www.dealight.ai/,Optimize pitch decks and connect with ideal investors using AI-powered analysis and matchmaking.,[],Paid,"sales, presentations, education, generative ai tools",False,0,2024-02-20,"Dealight — Optimize pitch decks and connect with ideal investors using AI-powered analysis and matchmaking. | sales, presentations, education, generative ai tools | Paid | https://www.dealight.ai/"
Sixty,sixty,https://sixty.app/,Streamline your inbox and schedule with AI-driven email and relationship management.,[],Free,"productivity, ai chatbots, personal assistant",False,0,2024-02-20,"Sixty — Streamline your inbox and schedule with AI-driven email and relationship management. | productivity, ai chatbots, personal assistant | Free | https://sixty.app/"
Scade,scade,https://www.scade.pro/,Empower your business with a no-code AI platform for seamless integration and enhanced efficiency.,[],Contact for Pricing,"e-commerce, low-code/no-code, marketing",False,0,2024-02-20,"Scade — Empower your business with a no-code AI platform for seamless integration and enhanced efficiency. | e-commerce, low-code/no-code, marketing | Contact for Pricing | https://www.scade.pro/"
Aspen,aspen,https://www.getaspenai.com/,Aspen is an AI-powered low-code platform that empowers developers to build generative web apps without extensive coding.,[],Free,low-code/no-code,False,0,2024-02-21,Aspen — Aspen is an AI-powered low-code platform that empowers developers to build generative web apps without extensive coding. | low-code/no-code | Free | https://www.getaspenai.com/
izTalk,iztalk,https://iztalk.ai/,Seamless real-time translation and speech recognition for global communication.,[],Free,"productivity, education",False,0,2024-02-21,"izTalk — Seamless real-time translation and speech recognition for global communication. | productivity, education | Free | https://iztalk.ai/"
Grumpy Chad,grumpy-chad,https://www.botrepreneurs.live/grumpy-chad/,"Meet the grumpy, humor-filled virtual assistant for a refreshing, laugh-packed experience.",[],Free,"fun tools, ai chatbots",False,0,2024-02-21,"Grumpy Chad — Meet the grumpy, humor-filled virtual assistant for a refreshing, laugh-packed experience. | fun tools, ai chatbots | Free | https://www.botrepreneurs.live/grumpy-chad/"
Sprite Fusion,sprite-fusion,https://www.spritefusion.com/,"Create 2D game maps effortlessly with a free, web-based editor supporting Unity and Godot.",[],Free,"gaming, design generators, education",False,0,2024-02-23,"Sprite Fusion — Create 2D game maps effortlessly with a free, web-based editor supporting Unity and Godot. | gaming, design generators, education | Free | https://www.spritefusion.com/"
Momen,momen,https://momen.app/ai#utm_source=aitoolhouse.com&utm_medium=platform&utm_campaign=aitoolhouse.com,"Build smart, custom apps effortlessly with this no-code, AI-integrated platform.",[],Free Trial,"low-code/no-code, startup tools, generative ai tools",False,0,2024-02-23,"Momen — Build smart, custom apps effortlessly with this no-code, AI-integrated platform. | low-code/no-code, startup tools, generative ai tools | Free Trial | https://momen.app/ai#utm_source=aitoolhouse.com&utm_medium=platform&utm_campaign=aitoolhouse.com"
Voxweave,voxweave,https://voxweave.xyz/,"Effortlessly transform YouTube content into concise, insightful summaries",11/mo,Paid,transcriber,False,0,2024-02-23,"Voxweave — Effortlessly transform YouTube content into concise, insightful summaries | transcriber | Paid | https://voxweave.xyz/"
Teachguin,teachguin,https://teachguin.ai/,"AI assistant for lesson planning, diverse feedback widgets, and standard features like screen sharing and whiteboarding",[],Free,education,False,0,2024-02-23,"Teachguin — AI assistant for lesson planning, diverse feedback widgets, and standard features like screen sharing and whiteboarding | education | Free | https://teachguin.ai/"
Snapcraft,snapcraft,https://snapcraft.in/,"AI-driven virtual photo studio, revolutionizes product photography",[],Free Trial,image to image,False,0,2024-02-23,"Snapcraft — AI-driven virtual photo studio, revolutionizes product photography | image to image | Free Trial | https://snapcraft.in/"
Humanlinker,humanlinker,https://www.humanlinker.com/,"Boost engagement, personalize interactions, and convert prospects effortlessly",42/mo,Freemium,sales,False,0,2024-02-23,"Humanlinker — Boost engagement, personalize interactions, and convert prospects effortlessly | sales | Freemium | https://www.humanlinker.com/"
Writei,writei,https://writei.co/,"Perfect for composing articles, blog posts, and more",14.99/mo,Paid,writing generators,False,0,2024-02-24,"Writei — Perfect for composing articles, blog posts, and more | writing generators | Paid | https://writei.co/"
Media AI Headshot,media-ai-headshot,https://www.media.io/ai-headshot-generator.html,Get high-quality business headshots,29.99/yr,Paid,photoshop,False,0,2024-02-24,Media AI Headshot — Get high-quality business headshots | photoshop | Paid | https://www.media.io/ai-headshot-generator.html
Protagoras,protagoras,https://protagoras.app/,"Redefines content creation with AI chatbots, code generation, and diverse templates",11.99/mo,Paid,avatars,False,0,2024-02-24,"Protagoras — Redefines content creation with AI chatbots, code generation, and diverse templates | avatars | Paid | https://protagoras.app/"
Human2Human,human2human,https://www.meeth2h.com/,"Transform your cold outreach efforts into personalized, engaging conversations",[],Free,sales,False,0,2024-02-25,"Human2Human — Transform your cold outreach efforts into personalized, engaging conversations | sales | Free | https://www.meeth2h.com/"
r1 by rabbit,r1-by-rabbit,https://www.rabbit.tech/,"Experience pocket-sized AI brilliance with intuitive translations, smart connectivity, and tailored assistance.",199,Paid,"productivity, personal assistant, generative ai tools",False,0,2024-02-25,"r1 by rabbit — Experience pocket-sized AI brilliance with intuitive translations, smart connectivity, and tailored assistance. | productivity, personal assistant, generative ai tools | Paid | https://www.rabbit.tech/"
School of SDR,school-of-sdr,https://www.schoolofsdr.com/,Wave goodbye to traditional SDR tactics and embrace AI-powered strategies.,[],Paid,"sales, education",False,0,2024-03-29,"School of SDR — Wave goodbye to traditional SDR tactics and embrace AI-powered strategies. | sales, education | Paid | https://www.schoolofsdr.com/"
Business Portrait AI,business-portrait-ai,https://business-portrait.net/,Create Professional Business Portrait Photo with AI.,1.99,Paid,"avatars, portrait generators",False,0,2024-02-27,"Business Portrait AI — Create Professional Business Portrait Photo with AI. | avatars, portrait generators | Paid | https://business-portrait.net/"
WriteHuman,writehuman,https://writehuman.ai/ai-detector,"AI transforms writing, ensuring authenticity, enhancing engagement.",12/mo,Paid,"ai detection, education",False,0,2025-05-30,"WriteHuman — AI transforms writing, ensuring authenticity, enhancing engagement. | ai detection, education | Paid | https://writehuman.ai/ai-detector"
Plumb,plumb,https://useplumb.com/,"Accelerate AI development with collaborative, no-code visual programming.",49/mo,Freemium,"low-code/no-code, generative ai tools",False,0,2025-05-30,"Plumb — Accelerate AI development with collaborative, no-code visual programming. | low-code/no-code, generative ai tools | Freemium | https://useplumb.com/"
Upflowy Intent,intent,https://www.upflowy.com/intent,AI-powered lead tracking tool delivering actionable insights from browsing behavior.,4.95/mo,Freemium,"productivity, sales",False,0,2025-05-30,"Upflowy Intent — AI-powered lead tracking tool delivering actionable insights from browsing behavior. | productivity, sales | Freemium | https://www.upflowy.com/intent"
MagiScan,magiscan,https://magiscan.app/,Capture and convert real-world objects into 3D models effortlessly.,7.99/mo,Freemium,3D,False,0,2025-05-30,MagiScan — Capture and convert real-world objects into 3D models effortlessly. | 3D | Freemium | https://magiscan.app/
Flike,flike,https://www.flike.app/,"AI Sales Co-Pilot for Cold Outbound, Follow-Ups, and Replies. Leverage your previous conversations, CRM activity, and prospect intentions to craft a highly personalized email in one click.",[],Free Trial,"sales, project management",False,0,2024-02-28,"Flike — AI Sales Co-Pilot for Cold Outbound, Follow-Ups, and Replies. Leverage your previous conversations, CRM activity, and prospect intentions to craft a highly personalized email in one click. | sales, project management | Free Trial | https://www.flike.app/"
Guide,guide,https://guide.com/,Instantly plan personalized trips with AI-powered itineraries.,[],Free,,False,0,2024-02-28,Guide — Instantly plan personalized trips with AI-powered itineraries. |  | Free | https://guide.com/
Hostinger AI Website Builder,hostinger,https://www.hostinger.com/ai-website-builder,"Create professional websites effortlessly with AI-generated content, built-in SEO tools, and 24/7 support.",2.99/mo,Paid,"design generators, website builders",False,0,2025-05-30,"Hostinger AI Website Builder — Create professional websites effortlessly with AI-generated content, built-in SEO tools, and 24/7 support. | design generators, website builders | Paid | https://www.hostinger.com/ai-website-builder"
Divi AI,divi-ai,https://www.elegantthemes.com/ai/,"Unlock the power of advanced AI integration with a renowned WordPress theme, featuring over 200 elements, 2,000 layouts, and streamlined workflows for effortless website design.",24/mo,Paid,"design generators, website builders",False,0,2025-05-30,"Divi AI — Unlock the power of advanced AI integration with a renowned WordPress theme, featuring over 200 elements, 2,000 layouts, and streamlined workflows for effortless website design. | design generators, website builders | Paid | https://www.elegantthemes.com/ai/"
Jimdo,jimdo,https://www.jimdo.com/,"AI-driven website and store creation, seamless, efficient.",5/mo,Freemium,"design generators, website builders",False,0,2025-05-30,"Jimdo — AI-driven website and store creation, seamless, efficient. | design generators, website builders | Freemium | https://www.jimdo.com/"
They Do Journey AI,journey-ai,https://www.theydo.com/ai,"AI-powered tool revolutionizing customer journey mapping with automated insights, GDPR compliance, and significant time savings.",[],Free Trial,"sales, marketing",False,0,2025-05-30,"They Do Journey AI — AI-powered tool revolutionizing customer journey mapping with automated insights, GDPR compliance, and significant time savings. | sales, marketing | Free Trial | https://www.theydo.com/ai"
Unbounce Website Builder,unbounce-website-builder,https://unbounce.com/product/landing-pages/,"AI-driven landing page builder with A/B testing, popups, and integrations, empowering diverse industries for high-converting marketing campaigns.",74/mo,Paid,"design generators, website builders",False,0,2025-05-30,"Unbounce Website Builder — AI-driven landing page builder with A/B testing, popups, and integrations, empowering diverse industries for high-converting marketing campaigns. | design generators, website builders | Paid | https://unbounce.com/product/landing-pages/"
mapEDU,mapedu,http://mapedu.com/,AI-enhanced platform transforms education with interactive mapping.,[],Contact for Pricing,education,False,0,2025-05-30,mapEDU — AI-enhanced platform transforms education with interactive mapping. | education | Contact for Pricing | http://mapedu.com/
VideoShorts,videoshorts,https://www.videoshorts.ai/,"Transform YouTube content into engaging, shareable clips effortlessly with AI-powered editing.",29/mo,Paid,"video editing, social media, marketing",False,0,2025-05-30,"VideoShorts — Transform YouTube content into engaging, shareable clips effortlessly with AI-powered editing. | video editing, social media, marketing | Paid | https://www.videoshorts.ai/"
AI LMS by Coursebox,ai-lms-by-coursebox,https://www.coursebox.ai/ai-lms,"Transform learning with AI: Personalized courses, unlimited scalability, and white-label branding.",99/mo,Paid,"e-commerce, education",False,0,2024-03-02,"AI LMS by Coursebox — Transform learning with AI: Personalized courses, unlimited scalability, and white-label branding. | e-commerce, education | Paid | https://www.coursebox.ai/ai-lms"
Yuna,yuna,https://www.yuna.io/,"Unlock 24/7 mental health support with AI-driven CBT techniques, privacy, and real-time monitoring.",6.99/mo,Freemium,"ai chatbots, personal assistant, education",False,0,2024-03-02,"Yuna — Unlock 24/7 mental health support with AI-driven CBT techniques, privacy, and real-time monitoring. | ai chatbots, personal assistant, education | Freemium | https://www.yuna.io/"
3DAiLY,3daily,https://3daily.ai/,Unleash AI-driven 3D model creation with artist refinement for game-ready characters and a collaborative marketplace.,9.99/mo,Freemium,"gaming, 3D",False,0,2024-03-02,"3DAiLY — Unleash AI-driven 3D model creation with artist refinement for game-ready characters and a collaborative marketplace. | gaming, 3D | Freemium | https://3daily.ai/"
Narrativ,narrativ,https://narrativ.ai/,Revolutionize digital monetization with AI-driven content-brand matching and performance-based pricing.,[],Contact for Pricing,"e-commerce, sales, marketing",False,0,2024-03-03,"Narrativ — Revolutionize digital monetization with AI-driven content-brand matching and performance-based pricing. | e-commerce, sales, marketing | Contact for Pricing | https://narrativ.ai/"
Synthical,synthical,https://synthical.com/,Unlock scientific insights swiftly with AI-summarized research and jargon clarification.,[],Free,"summarizer, research, personal assistant",False,0,2024-03-03,"Synthical — Unlock scientific insights swiftly with AI-summarized research and jargon clarification. | summarizer, research, personal assistant | Free | https://synthical.com/"
Capitol,capitol,https://www.capitol.ai/,"Unlock your creative potential with intuitive AI-driven design, collaboration, and a vast asset library.",[],Free Trial,"spreadsheets, marketing, project management",False,0,2024-03-03,"Capitol — Unlock your creative potential with intuitive AI-driven design, collaboration, and a vast asset library. | spreadsheets, marketing, project management | Free Trial | https://www.capitol.ai/"
Checkmyidea-ia,checkmyidea-ia,https://www.checkmyidea-ia.com/,Checkmyidea-IA helps entrepreneurs evaluate their side business ideas using AI for accurate and personalized feedback,9.99,Paid,"startup tools, research",False,0,2024-03-04,"Checkmyidea-ia — Checkmyidea-IA helps entrepreneurs evaluate their side business ideas using AI for accurate and personalized feedback | startup tools, research | Paid | https://www.checkmyidea-ia.com/"
Guidie,guidie,https://guidieai.onelink.me/3lqT/wsi5s7ge,"Unveil city secrets with AI: instant landmark recognition, stories, and audio tours on your iPhone.",[],Free,"personal assistant, education",False,0,2024-03-04,"Guidie — Unveil city secrets with AI: instant landmark recognition, stories, and audio tours on your iPhone. | personal assistant, education | Free | https://guidieai.onelink.me/3lqT/wsi5s7ge"
Varolio,varolio,https://varolio.io/,"Unify sales communications, automate tasks, and harness AI insights with enterprise-grade security.",19 per seat/mo,Free Trial,"sales, customer support, marketing",False,0,2025-03-15,"Varolio — Unify sales communications, automate tasks, and harness AI insights with enterprise-grade security. | sales, customer support, marketing | Free Trial | https://varolio.io/"
Synthflow,synthflow,https://synthflow.ai/,Unleash productivity with AI-powered workflow optimization.,[],Free Trial,"customer support, research",False,0,2025-03-15,"Synthflow — Unleash productivity with AI-powered workflow optimization. | customer support, research | Free Trial | https://synthflow.ai/"
Nintex Workflow,nintex-workflow-automation,https://www.nintex.com/process-automation/workflow-automation/,Streamline processes with intuitive workflow automation and seamless integrations.,[],Contact for Pricing,low-code/no-code,False,0,2024-03-06,Nintex Workflow — Streamline processes with intuitive workflow automation and seamless integrations. | low-code/no-code | Contact for Pricing | https://www.nintex.com/process-automation/workflow-automation/
Swipify,swipify,https://swipify.ai/,"AI-driven performance insights, perfect for marketers and creatives seeking impactful advertising strategies.",[],Free Trial,marketing,False,0,2024-03-20,"Swipify — AI-driven performance insights, perfect for marketers and creatives seeking impactful advertising strategies. | marketing | Free Trial | https://swipify.ai/"
Zoho Creator,zoho-creator,https://www.zoho.com/creator/,"Streamline workflows with drag-and-drop, AI, and multi-platform apps.",[],Free Trial,"low-code/no-code, project management",False,0,2024-03-06,"Zoho Creator — Streamline workflows with drag-and-drop, AI, and multi-platform apps. | low-code/no-code, project management | Free Trial | https://www.zoho.com/creator/"
Workato,workato,https://www.workato.com/,"Streamline workflows with AI-driven, low-code automation and robust integrations.",[],Contact for Pricing,"human resources, low-code/no-code",False,0,2025-03-01,"Workato — Streamline workflows with AI-driven, low-code automation and robust integrations. | human resources, low-code/no-code | Contact for Pricing | https://www.workato.com/"
