Name,Slug,Homepage,Short Description,Price Text,Pricing,Categories,Verified,Favorite Count,Updated At
Creative Fast AID,creative-fast-aid,http://www.creativefastaid.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generate creative concepts and ideas for your NGO or brand from AI models trained on TRIAD's most awarded campaigns in just minutes.,,Free,"presentations, marketing",False,0,2023-12-26
Google Earth Studio,google-earth-studio,https://www.google.com/earth/studio/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Elevate Your Content Creation with Dynamic Earth Imagery,,Free,generative ai tools,False,0,2023-12-26
Google SGE,google-sge,https://labs.google/sge/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,A new way to search with generative AI,,Free,"search engine, generative ai tools",False,0,2023-12-26
DALL.E 3,dall-e-3,https://openai.com/dall-e-3?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generate stunning images from text with advanced AI technology,,Contact for Pricing,"text to image, generative ai tools",False,0,2025-04-23
AICarousels,aicarousels,https://www.aicarousels.com/?via=aitoolhouse.com,Elevate Your Social Media Presence with Visually Stunning Carousels,14.95/mo,Freemium,social media,False,1,2023-12-26
IBM WatsonX,ibm-watsonx,https://www.ibm.com/products/watsonx-assistant?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Provides customers with fast, consistent and accurate answers across any application, device or channel.",,Contact for Pricing,"productivity, customer support",False,0,2023-12-26
Zendesk Service Suite,zendesk-service-suite,https://www.zendesk.com/service-suite/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Make customer service easier,69/mo,Paid,customer support,False,0,2023-12-26
Amazon Comprehend,amazon-comprehend,https://aws.amazon.com/comprehend/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Uncover information in unstructured data and text within documents.,0.0005/unit,Paid,generative ai tools,False,0,2023-12-26
Microsoft Knowledge Exploration,microsoft-knowledge-exploration,https://www.microsoft.com/en-us/research/project/knowledge-exploration/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Enable interactive search experiences over structured data via natural language inputs.,,Contact for Pricing,project management,False,0,2023-12-26
Freed,freed,https://getfreed.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Reduces your documentation time by up to 95% while delivering accurate results.,99/mo,Free Trial,"transcriber, healthcare",False,0,2023-12-26
AI Magicx,ai-magicx,https://aimagicx.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Write better content faster with Magicx and 79+ tools, so you can focus on more important tasks.",9.99/mo,Freemium,writing generators,False,0,2023-12-26
Qualified,qualified,https://www.qualified.com/conversations?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Transform website traffic into sales with AI chat, voice, and video integration",3500/mo,Paid,"customer support, ai chatbots",False,0,2025-04-23
Drift,drift,https://www.salesloft.com/welcome-drift?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,AI-driven platform for real-time customer engagement and sales automation.,,Contact for Pricing,"sales, ai chatbots",False,0,2025-04-23
VideoToBlog,videotoblog,https://www.videotoblog.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Convert YouTube videos to blog content in one click,,Free,"summarizer, transcriber",False,0,2023-12-26
MIRI,miri,https://www.miri.health/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Comprehensive Wellness Platform That Puts Experts in Your Pocket 24/7,,Free,healthcare,False,0,2023-12-26
SofaBrain,sofabrain,https://sofabrain.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Your Ultimate AI Interior Design and Staging Solution,29/mo,Free Trial,design generators,False,0,2023-12-26
Vidiofy,vidiofy,https://www.vidiofy.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Easiest and Fastest Way To Convert Articles Into Reels,29/mo,Free Trial,"video enhancer, video generators",False,0,2023-12-26
GetLogit,getlogit,https://getlogit.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Artificial intelligence, available for everyone.",4.99/mo,Freemium,generative ai tools,False,0,2023-12-26
Fliz,fliz,https://fliz.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Effortless video creation and easy sharing on social platforms for boosting sales,35/mo,Freemium,"video enhancer, video generators",False,0,2023-12-26
Vertex AI,vertex-ai,https://cloud.google.com/vertex-ai?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Fast, scalable, and easy-to-use AI technologies.",,Contact for Pricing,generative ai tools,False,0,2023-12-26
FollowFox,followfox,https://followfox.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Open-source text-to-image generator with impressive features and capabilities.,,Free,text to image,False,0,2023-12-26
Amazon Sage Maker,amazon-sage-maker,https://aws.amazon.com/sagemaker/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Build, train, and deploy machine learning (ML) models for any use case with fully managed infrastructure, tools, and workflows.",,Freemium,startup tools,False,0,2023-12-26
Rankify AI,rankify-ai,https://rankifyai.co/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generate SEO Optimized Articles With One Click,9.99/mo,Paid,SEO,False,0,2023-12-26
Book Witch,book-witch,https://bookwitch.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Use the power of AI to create complete e-books with just one click!,9/mo,Free Trial,design generators,False,0,2023-12-26
Google Cloud Vision AI,google-cloud-vision-ai,https://cloud.google.com/vision?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Derive insights from images with AutoML Vision, or use pre-trained Vision API models or create computer vision applications.",,Free Trial,generative ai tools,False,0,2023-12-26
Google Cloud Speech to Text,google-cloud-speech-to-text,https://cloud.google.com/speech-to-text/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Accurately convert voice to text in over 125 languages and variants by applying Google’s powerful machine learning models with an easy-to-use API.,,Paid,text to speech,False,0,2023-12-26
Amazon Forecast,amazon-forecast,https://aws.amazon.com/forecast/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Time Series Forecasting Service by AWS,0.088 per GB,Free Trial,generative ai tools,False,0,2023-12-26
Powder,powder,https://powder.gg/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,AI-Powered Clipping Software for Gaming,19.99/mo,Freemium,"video editing, gaming",False,0,2023-12-26
Helpfull,helpfull,https://helpfull.com/free-ai-business-name-generator?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Elevate Your Brand with Catchy Names,97/mo,Paid,startup tools,False,0,2023-12-26
Danelfin,danelfin,https://danelfin.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Get unbiased and unique insights, and make smart data-driven investment decisions.",12/mo,Freemium,stock trading,False,1,2023-12-26
Courses AI,courses-ai,https://courses.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Launch courses faster with AI-guided course creation,49/mo,Freemium,education,False,1,2023-12-26
Imagine,imagine,https://www.imagine.art/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Text to image with AI Art Generator,7/wk,Freemium,text to image,False,0,2023-12-26
Vyro AI,vyro-ai,https://www.vyro.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Empowering Creativity with Tech Products,,Contact for Pricing,"image to image, photoshop",False,0,2023-12-26
Mintor,mintor,https://gomintor.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Streamline HR and community development processes via WhatsApp and other AI chatbots.,,Contact for Pricing,"human resources, ai chatbots",False,0,2023-12-26
QR Diffusion,qr-diffusion,https://qrdiffusion.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,QR Code Art Generator,13/mo,Paid,art,False,0,2023-12-26
AI Home Design,ai-home-design,https://aihomedesign.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Redesign your space effortlessly with a personalized, instant, 3-click process.",10/mo,Free Trial,"real estate, design generators",False,0,2023-12-26
Postus,postus,https://postus.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,AI-Powered Social Media Automation for Businesses,20/mo,Paid,social media,False,0,2023-12-26
GPTBots,gptbots,https://www.gptbots.ai/developer?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Efficiently build AI Bot services and access a wide range of APIs and plugins.,159/mo,Freemium,"ai chatbots, github",False,0,2023-12-26
Freeflo,freeflo,https://freeflo.ai/?utm_source=advertising&utm_medium=paid_directory_listing&utm_campaign=aitoolhouse.com,Essential AI image style prompts for Midjourney,,Free,"text to image, prompt generators",False,0,2023-12-26
Taja AI,taja-ai,https://taja.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Expert AI SEO Analyst for Your YouTube Channel,17.50/mo,Free Trial,"SEO, social media",False,0,2023-12-26
SEOlligence,seolligence,https://www.seolligence.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,AI translates and prepares SEO elements according your needs.,210,Paid,SEO,False,0,2023-12-26
Summify,summify,https://summify.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Transforming YouTube Videos into Multifaceted Content,4.99/mo,Freemium,"summarizer, transcriber",False,0,2023-12-26
Knowbase,knowbase,https://www.knowbase.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Store and chat with your knowledge base,11.99/mo,Freemium,productivity,False,0,2023-12-26
ViralKit,viralkit,https://viralkit.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Fully AI powered contest tool that auto-generates contests, giveaways and sweepstakes.",29/mo,Freemium,"social media, marketing",False,0,2023-12-26
Recall,recall,https://www.recall.wiki/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Summarize YouTube videos, blog posts, PDFs, articles or any other online content.",10/mo,Freemium,summarizer,False,0,2023-12-26
Hai News,hai-news,https://hai.news/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Search with generative AI - Hai News,,Free,"search engine, free ai tools",False,0,2023-12-26
Quickads,quickads,https://www.quickads.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,AI Ad Creation Platform for all your Ad Campaigns.,9/mo,Free Trial,"copywriting, social media",False,0,2023-12-26
Vidnoz,vidnoz,https://www.vidnoz.com/?insur=en_md_aitoolhouse.com&a_aid=655fd7e2f0041,Use Vidnoz AI and Vidnoz Flex to make winning videos!,29.99/mo,Freemium,"video enhancer, video generators, text to video",False,0,2023-12-26
40h,40h,https://40h.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Map your career path and unlock your potential with the guidance of 40h.,2.99,Freemium,human resources,False,0,2023-12-26
HappySRT,happysrt,https://www.happysrt.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generate SRT Files for youtube using AI Technology,0.99/mo,Freemium,transcriber,False,0,2023-12-26
Travelnaut,travelnaut,https://travelnaut.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Find travel information on attractions, food, culture, and more in one place to prepare the next trip of your dreams",,Free,free ai tools,False,0,2023-12-26
Bonfire,bonfire,https://justbonfire.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"AI-Powered Concierge Experience, your customers deserve",29/mo,Freemium,"low-code/no-code, customer support",False,0,2023-12-26
BigShort,bigshort,https://bigshort.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Comprehensive stock market analytics and trading platform designed to help traders navigate the complexities of the market.,149/mo,Paid,"finance, stock trading",False,0,2023-12-26
Voxify,voxify,https://voxify.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,AI voice generator for creating high-quality voice-overs with ease.,4.99/mo,Paid,audio editing,False,0,2023-12-26
Tailor,tailor,https://www.usetailor.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Create personalized podcast and newsletter based on your interests, from your app or browser",,Free,summarizer,False,0,2023-12-26
PromptsIdeas,promptsideas,https://promptsideas.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Buy or sell best prompts for DALL·E, Midjourney, Stable Diffusion, GPT & ChatGPT",,Freemium,prompt generators,False,0,2023-12-26
Deep Realms,deep-realms,https://www.deeprealms.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Explore text-based worlds generated by AI,8/mo,Free Trial,story teller,False,0,2023-12-26
Video Magic,video-magic,https://www.videomagic.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Video Magic is your solution for creating videos quickly and affordably.,49/mo,Freemium,"video enhancer, video generators",False,0,2023-12-26
Trading Literacy,trading-literacy,https://tradingliteracy.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Leverage conversational Artificial Intelligence to get more insights from your investment activity.,19/mo,Paid,"finance, stock trading",False,0,2023-12-26
Glimpse,glimpse,https://glimpse.surf/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Seamless browsing experience with conversation, writing, and editing assistance.",,Free,"productivity, free ai tools",False,0,2023-12-26
Botrush AI,botrush-ai,https://botrush.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"AI-powered Instagram growth tool designed to boost your Instagram presence with targeted, easy, and safe methods.",50/mo,Paid,social media,False,0,2023-12-26
CustomWritings,customwritings,https://www.customwritings.com/howtowrite/ai-essay-writer/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Use AI-generated essays to get over writer’s block faster and improve your level of academic writing.,,Free Trial,writing generators,False,0,2023-12-26
UpWin,upwin,https://upwin.club/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Save valuable time and get ahead of the competition with in-depth analyses and personalized recommendations.,19.99/mo,Freemium,e-commerce,False,0,2023-12-26
WanderGenie,wandergenie,https://www.wandergenie.app/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Transform the way you explore the world.,,Free,,False,0,2023-12-26
Wordlab,wordlab,https://wordlab.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Escape the hefty costs and long waits of professional studio shoots and create eye-catching eCommerce product photos, anytime, anywhere.",10,Freemium,"e-commerce, image generators",False,0,2023-12-26
Stackbear,stackbear,https://stackbear.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Add a smart chatbot to your website that can help answer your visitors common questions,,Free,low-code/no-code,False,0,2023-12-26
UserTesting AI,usertesting-ai,https://www.usertesting.com/platform/AI?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"UserTesting AI processes multiple data streams—video, audio, text, and behavioral data—to uncover contextual insights you would have missed otherwise.",,Contact for Pricing,"research, design generators",False,0,2023-12-26
InSummary,insummary,https://www.insummary.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Your Time-Saving Weekly Status Reports Solution.,,Free,summarizer,False,0,2023-12-26
Marketing Strategy Generator,marketing-strategy-generator,https://founderpal.ai/marketing-strategy-generator?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Perfect marketing strategy for your product in 5 minutes. Done by AI for busy Solopreneurs.,29,Paid,"social media, marketing",False,0,2025-02-07
FuseBase AI,fusebase-ai,https://nimbusweb.me/nimbus-ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Optimize your work with an integrated AI assistant – generate and improve new and existing content,9/mo,Free Trial,"productivity, startup tools",False,0,2023-12-26
Roundabout,roundabout,https://www.roundabout.pro/eng/home?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Manage your micro influencer marketing campaigns in just a few clicks, telling your values and ideas.",,Contact for Pricing,social media,False,0,2023-12-26
Autodesk Forma,autodesk-forma,https://www.autodesk.com/products/forma/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Cloud-based Software for Early-stage Planning and Design.,185/mo,Paid,design generators,False,0,2023-12-26
BrainyPDF,brainypdf,https://brainypdf.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Serves as a valuable resource for students, researchers, and professionals to instantly answer questions and understand research using AI.",,Freemium,research,False,0,2023-12-26
Spoke,spoke,https://www.spoke.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Privacy-first AI tool designed to provide instant context to teams, saving them time and enhancing productivity within Slack.",,Free,summarizer,False,0,2023-12-26
Ecommerce Booster | SEMRUSH,ecommerce-booster-or-semrush,https://www.semrush.com/lp/ecommerce-booster/en/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Tailored action plans and AI tools to optimize your product pages and boost sales effortlessly.,29.99/mo,Freemium,e-commerce,False,0,2023-12-26
AI Social Media Post Generator | SEMRUSH,ai-social-media-post-generator-or-semrush,https://www.semrush.com/goodcontent/ai-social-media-post-generator/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Publish timely content that grabs attention and elevates your brand's visibility.,,Free,social media,False,0,2023-12-26
SummarAIze,summaraize,https://www.summaraize.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Content repurposing tool that turns your audio and video content into engaging social posts, email content, summaries, quotes, and more in just 10 minutes.",7.5/per 30 minutes,Paid,"summarizer, social media",False,0,2023-12-26
Wondershare Presentory,wondershare-presentory,https://presentory.wondershare.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"AI-Powered PPT outline Generator that revolutionizes presentations, making them smarter and connections easier.",4/mo,Free Trial,"presentations, text to video",False,0,2023-12-26
Taranify,taranify,https://taranify.app/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Your Personalized Spotify Playlist Curator,,Free,personal assistant,False,0,2023-12-26
Noah,noah,https://tavrn.art/noah?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Can answer questions, summarize content, draft emails, and more.",20/mo,Freemium,productivity,False,0,2023-12-26
AI Image to Caption Generator,ai-image-to-caption-generator,https://apps.apple.com/us/app/ai-image-to-caption-generator/id6451452769?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Transforms your photos into compelling captions effortlessly.,2.99/mo,Freemium,social media,False,0,2023-12-26
CodeWiz,codewiz,https://codewiz.app/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"AI-powered coding assistant, offering instant answers, context-aware solutions, and more to streamline your coding journey.",9.66/mo,Freemium,code assistant,False,0,2023-12-26
MagicPost,magicpost,https://magicpost.in/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,MagicPost makes your LinkedIn posts 10x faster and 10x better.,9/mo,Paid,social media,False,0,2023-12-26
AI Storyboard Generator,ai-storyboard-generator,https://boords.com?via=aitoolhouse.com37,"Eliminates the need for drawing skills, enabling quick and easy storyboard creation.",29/mo,Paid,"story teller, marketing",False,0,2023-12-26
DrugCard,drugcard,https://drug-card.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,AI-Enabled Local Literature Screening for Pharmaceuticals,,Contact for Pricing,healthcare,False,0,2023-12-26
ReDoc,redoc,https://redoc.live/?ref=aitoolhouse.com,"ReDoc is your ultimate writing assistant, here to transform your writing process.",9/mo,Paid,copywriting,False,0,2023-12-26
Summit,summit,https://www.summit.im/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"AI-powered life coach that helps you achieve your goals by accelerating habits, providing accountability, and offering personalization.",,Free,personal assistant,False,0,2023-12-26
HubSpot AI,hubspot-ai,https://www.hubspot.com/products/artificial-intelligence?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Supercharge Your Work With HubSpot AI.,20/mo,Freemium,productivity,False,0,2023-12-26
Realtor Blogs,realtor-blogs,https://www.realtor-blogs.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Ultimate solution for generating high-quality blog content for the real estate industry.,49/mo,Paid,"real estate, SEO",False,0,2023-12-26
Swifty,swifty,https://www.swifty.so/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Your AI Assistant for Simplifying Business Travel.,,Free,,False,0,2023-12-26
Flot AI,flot-ai,https://flot.ai/?via=aitoolhouse.com,"Ask AI to write, improve, paraphrase, summarize, translate, explain, or reply to any text with one click.",15.99/mo,Freemium,productivity,False,0,2023-12-26
Contify News API,contify-news-api,https://www.contify.com/news-feed-api/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Clean and granular, business-specific updates delivered through REST API and Webhooks",,Contact for Pricing,,False,0,2023-12-26
Shop Guru AI,shop-guru-ai,https://www.shopguru.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Analyze customer reviews, providing you with trusted answers based on specific product information.",,Free,personal assistant,False,0,2023-12-26
ToastyAI,toastyai,https://toastyai.com/?via=aitoolhouse.com,#1 Professional AI Podcast Copywriter,25/mo,Paid,copywriting,False,0,2023-12-26
Candy,candy,https://candy.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Virtual Companions for Immersive and Personalized Chats,9/mo,Paid,avatars,False,0,2023-12-26
Stammer,stammer,https://stammer.ai/?via=aitoolhouse.com,Empowers agencies to create and offer customized AI-powered solutions to their clients. ,97/mo,Free Trial,sales,False,0,2023-12-26
Copilot2trip,copilot2trip,https://copilot2trip.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Craft perfect itineraries with interactive maps, get real-time recommendations, and enjoy adaptive travel experiences.",,Free,,False,0,2023-12-26
Straico,straico,https://straico.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Seamlessly integrates content and image generation, designed to boost creativity and productivity for individuals and businesses alike.",9.99/mo,Freemium,productivity,False,0,2023-12-26
EditApp AI,editapp-ai,https://editapp.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Transforms ordinary photos into extraordinary visual stories using the power of AI.,9.99,Freemium,image editing,False,0,2023-12-26
Pdfpals,pdfpals,https://pdfpals.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Native PDF Interaction App for macOS,29,Paid,"summarizer, productivity",False,0,2023-12-26
Spikes Studio,spikes-studio,https://spikes.studio/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Video editing tool designed to transform lengthy videos into viral clips.,2/mo,Freemium,"video editing, video generators, text to video",False,0,2023-12-26
Resoomer,resoomer,https://resoomer.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Help users quickly identify and summarize the essential ideas and facts within various types of documents,9,Freemium,summarizer,False,0,2023-12-26
Promptroi,promptroi,https://app.promptroi.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"PromptROI empowers experts, coaches, and consultants to create and monetize personalized AI prompts",,Contact for Pricing,prompt generators,False,0,2023-12-26
Boostbot,boostbot,https://boostbot.org/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Helps players save time and enhance their gaming experience.,,Contact for Pricing,gaming,False,0,2023-12-26
ChatbotGen,chatbotgen,https://www.chatbotgen.com/?via=aitoolhouse.com,Create custom ChatGPTs for websites and WhatsApp without coding.,19/mo,Paid,"customer support, ai chatbots",False,0,2023-12-26
PromptFolder,promptfolder,https://promptfolder.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Allows users to create, save, and explore innovative prompts with features like variables, organization, and sharing.",,Free,"prompt generators, free ai tools",False,0,2023-12-26
Accountabilabuddy,accountabilabuddy,https://www.summit.im/accountabilabuddy?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Sends simple text reminders to help you stay on track and achieve your objectives.,,Free,"personal assistant, free ai tools",False,0,2023-12-26
ResumeTrick,resumetrick,https://resumetrick.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Customizable templates, an AI-powered assistant, and easy-to-use features for creating professional resumes and cover letters quickly.",,Free,human resources,False,0,2023-12-26
AI SuitUp,ai-suitup,https://www.aisuitup.com/?via=aitoolhouse.com,"Generates high-quality and personalized headshots for professional purposes, such as LinkedIn profiles and business profiles.",19.95,Paid,"image editing, image generators",False,0,2023-12-26
BotB9,botb9,https://www.botb9.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Provide personalized responses to your customers with AI trained Chatbot.,19/mo,Paid,"low-code/no-code, customer support",False,0,2023-12-26
Unriddle,unriddle,https://www.unriddle.ai/?via=aitoolhouse.com,"Designed to accelerate reading, writing, and learning processes.",20/mo,Freemium,research,False,0,2023-12-26
Hypergro,hypergro,https://hypergro.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Ultimate destination for short video creation and management.,,Contact for Pricing,"video generators, social media, marketing",False,0,2023-12-26
Sibyl AI,sibyl-ai,https://sibyls.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Provide guidance, insights, and support for individuals at different levels of spiritual exploration, from neophytes to adepts and holistic practitioners.",49/mo,Free Trial,"personal assistant, education",False,1,2023-12-26
Resume AI Scanner,resume-ai-scanner,https://pdf.ai/tools/resume-ai-scanner?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Assists in assessing candidates by scanning their resumes, extracting relevant information, and generating questions to evaluate their suitability for a position.",,Free,"human resources, free ai tools",False,0,2023-12-26
Potato,potato,https://potato.trade/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Create and customize stock portfolios based on thematic investing.,9/mo,Free Trial,"finance, stock trading",False,0,2023-12-26
SiteSpeakAI,sitespeakai,https://sitespeak.ai/?via=aitoolhouse.com,"Provide real-time responses to customer inquiries about products and services, operating 24/7 to enhance engagement, generate leads, and boost sales.",30/mo,Paid,customer support,False,0,2023-12-26
